Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,longName,sector,industry,country,marketCap,beta,trailingPE,forwardPE,dividendYield,returnOnEquity,trailingEps,totalRevenue
2025-07-07 00:00:00-04:00,179.05999755859375,179.3000030517578,175.67999267578125,176.7899932861328,34175600,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-08 00:00:00-04:00,177.85000610351562,177.9499969482422,172.80999755859375,174.36000061035156,40442500,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-09 00:00:00-04:00,175.25,179.44000244140625,172.77000427246094,176.6199951171875,43025600,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-10 00:00:00-04:00,175.6300048828125,178.42999267578125,174.3800048828125,177.6199951171875,29252400,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-11 00:00:00-04:00,176.7899932861328,181.42999267578125,176.47999572753906,180.19000244140625,34282900,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-14 00:00:00-04:00,181.00999450683594,183.6699981689453,179.67999267578125,181.55999755859375,32536600,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-15 00:00:00-04:00,182.80999755859375,184.22000122070312,181.60000610351562,182.0,33448300,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-16 00:00:00-04:00,183.24000549316406,184.3300018310547,182.02999877929688,182.97000122070312,33104200,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-17 00:00:00-04:00,182.13999938964844,184.05999755859375,180.47999572753906,183.5800018310547,31992600,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-18 00:00:00-04:00,185.39999389648438,186.4199981689453,183.7100067138672,185.05999755859375,34014500,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-21 00:00:00-04:00,186.25,190.2899932861328,186.14999389648438,190.10000610351562,45803100,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-22 00:00:00-04:00,191.5,191.64999389648438,187.4600067138672,191.33999633789062,44660200,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-23 00:00:00-04:00,191.5,192.52999877929688,189.17999267578125,190.22999572753906,58681900,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-24 00:00:00-04:00,197.02999877929688,197.9499969482422,191.0,192.1699981689453,74881700,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-25 00:00:00-04:00,191.97999572753906,194.3300018310547,191.25999450683594,193.17999267578125,39785900,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-28 00:00:00-04:00,193.64999389648438,194.0500030517578,190.83999633789062,192.5800018310547,38139500,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-29 00:00:00-04:00,192.42999267578125,195.9199981689453,192.0800018310547,195.75,41389200,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-30 00:00:00-04:00,195.60000610351562,197.60000610351562,194.69000244140625,196.52999877929688,32445400,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-07-31 00:00:00-04:00,195.7100067138672,195.99000549316406,191.08999633789062,191.89999389648438,51329200,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-08-01 00:00:00-04:00,189.02999877929688,190.8300018310547,187.82000732421875,189.1300048828125,34832200,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-08-04 00:00:00-04:00,190.2899932861328,195.27000427246094,190.1199951171875,195.0399932861328,31547400,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-08-05 00:00:00-04:00,194.7100067138672,197.86000061035156,193.88999938964844,194.6699981689453,31602300,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
2025-08-06 00:00:00-04:00,194.5,196.6300048828125,193.6699981689453,196.08999633789062,21529000,0.0,0.0,Alphabet Inc.,Communication Services,Internet Content & Information,United States,2376022622208,1.014,20.927427,21.885044,0.43,0.34829,9.37,371399000064
